Zm00001d000001,1,1,1,0
Zm00001d000002,1,1,1,0
Zm00001d000004,1,1,1,0
Zm00001d000005,1,1,1,0
Zm00001d000006,1,1,1,0
Zm00001d000009,1,1,1,0
Zm00001d000016,1,1,1,0
Zm00001d000017,1,1,1,0
Zm00001d000020,1,1,1,0
Zm00001d000021,1,1,1,0
Zm00001d000023,1,1,1,0
Zm00001d000025,1,1,1,0
Zm00001d000027,1,1,1,0
Zm00001d000028,1,1,1,0
Zm00001d000030,1,1,1,0
Zm00001d000032,1,1,1,0
Zm00001d000034,1,1,1,0
Zm00001d000035,1,1,1,0
Zm00001d000037,1,1,1,0
Zm00001d000038,1,1,1,0
Zm00001d000039,1,1,1,0
Zm00001d000041,1,1,1,0
Zm00001d000042,1,1,1,0
Zm00001d000044,1,1,1,0
Zm00001d000045,1,1,1,0
Zm00001d000046,1,1,1,0
Zm00001d000052,1,1,1,0
Zm00001d000053,1,1,1,0
Zm00001d000055,1,1,1,0
Zm00001d000058,1,1,1,0
Zm00001d000060,1,1,1,0
Zm00001d000061,1,1,1,0
Zm00001d000065,1,1,1,0
Zm00001d000066,1,1,1,0
Zm00001d000070,1,1,1,0
Zm00001d000071,1,1,1,0
Zm00001d000085,1,1,1,0
Zm00001d000087,1,1,1,0
Zm00001d000092,1,1,1,0
Zm00001d000093,1,1,1,0
Zm00001d000094,1,1,1,0
Zm00001d000097,1,1,1,0
Zm00001d000098,1,1,1,0
Zm00001d000099,1,1,1,0
Zm00001d000102,1,1,1,0
Zm00001d000104,1,1,1,0
Zm00001d000107,1,1,1,0
Zm00001d000110,1,1,1,0
Zm00001d000112,1,1,1,0
Zm00001d000116,1,1,1,0
Zm00001d000122,1,1,1,0
Zm00001d000123,1,1,1,0
Zm00001d000124,1,1,1,0
Zm00001d000126,1,1,1,0
Zm00001d000128,1,1,1,0
Zm00001d000133,1,1,1,0
Zm00001d000134,1,1,1,0
Zm00001d000135,1,1,1,0
Zm00001d000137,1,1,1,0
Zm00001d000139,1,1,1,0
Zm00001d000141,1,1,1,0
Zm00001d000150,1,1,1,0
Zm00001d000152,1,1,1,0
